text,isHate,original_language,confidence
Firme al final del documento.,0,spa,0.0
I feel so dumb I want to have even labeled them as disabled even if I knew them.... when I think of disabilities and especially in terms of affecting one's relationship I think of more like mental disabilities or so serious that you can't use ur body. Thank you for enlightening me and I'm sorry.,1,eng,0.5
டோம் என்னைவிட வேகமாக ஒடுகிறான்.,0,tam,0.0
我们每周在这儿聚一次。,0,cmn,0.0
मेरे समय में बहुत से विद्यार्थी पढ़ाई करे बिना ही परीक्षा पास कर लेते थे।,0,hin,0.0
This is what happens when you're a bitch and a cunt.  Looks like that guy called it correctly.  Only a bitch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bitchy cunt.,0,eng,0.0
"यह जैकेट महंगा नहीं है, बहुत सस्ता है।",0,hin,0.0
கருணை காட்டுங்கள்!,0,tam,0.0
घाव अभी पूरी तरह से भरा नहीं है।,0,hin,0.0
यह मेरी का कुत्ता है।,0,hin,0.0
"Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.",0,spa,0.0
FUCK THAT HOMO DUMB ASS PRICK!  SHOULDA LET HIM GET FUCKING EATEN!  ASSHOKE FUCKING WORTHLESS DICK.... NOBODY WOULD HAVE MISSED HIM!,1,eng,0.9
"Pakistan is a Jihadi Terror Sponsor Nation, they are simply deceiving the world, a sign of desperation. Jai Hind",0,eng,0.0
तुम्हारे पिता कहाँ हैं?,0,hin,0.0
श्रिमान और श्रिमती यामादा अगले महीने घर आएंगे।,1,hin,0.5
உங்கள் வீட்டுப்பூனை ஒரு அணிலை துரத்துவதை பார்க்கும் போது அதனூடாக ரண்தம்போர் தேசிய பூங்காவிலுள்ள புலியொன்று மானை துரத்தும் காட்சியின் ஒரு சிறுமைப்படுத்தப்படட வடிவத்தையே காண்கிறீர்கள் .,0,tam,0.0
Now they know better than this shit lol they dudes. The stronger sex. The man supremacy,0,eng,0.0
उसने सांख्यिक रूप में दिनांक लिखा।,0,hin,0.0
Se hizo rico gracias a los terrenos.,0,spa,0.3
要掌握法语一点都不容易。,0,cmn,0.0
நீ வழி காட்டிக் கொண்டு இருக்கிறாய்,0,tam,0.0
मेरे पास तुमसे मिलने के लिए समय नहीं है।,0,hin,0.0
由医生来决定某人何时该死是对的吗？,1,cmn,0.6
No consigo entender eso de ninguna manera.,0,spa,0.0
Querer es poder.,0,spa,0.0
I am so sorry for all the people who disrespect all you guys and I wish I could do something  so they wouldn'. But I can' but you guys know  I love all you guys.â¤,0,eng,0.3
一些同学看见我给了他巧克力。,0,cmn,0.0
मैं कल अमेरिका जाऊँगी।,0,hin,0.0
मेरे ख़याल से वह समझदार इनसान है।,0,hin,0.0
有效期到1997年3月31日为止。,0,cmn,0.0
वह भारत के किसी गाँव में रह रही है।,0,hin,0.0
"अगर हो सकता है तो, इस शनिवार या रविवार।",0,hin,0.0
they are all fucking assholes,0,eng,0.0
爸爸出去了，但妈妈在家。,0,cmn,0.0
அவருக்கு மூன்று மகன்கள்,0,tam,0.0
那个写的文章让你很感兴趣的记者是我的邻居。,0,cmn,0.0
El coche se estrelló contra la pared.,0,spa,0.0
Hemos alcanzado la cima de la montaña.,0,spa,0.0
"I'm beginning to doubt your accuracy, I mean violent Canadians? That's just absurd.",0,eng,0.0
No tenéis nada que hacer excepto confiar el uno en el otro.,0,spa,0.0
मेरी उसके साथ पहली मुलाकात लंदन में हुई थी।,0,hin,0.0
Racist ass black bitch slapping a white man. Bus driver has that uppercut for that ass.,0,eng,0.0
முத்தம் தா.,0,tam,0.0
मुझे पिंजरा खाली मिला।,0,hin,0.0
许多房屋被洪水冲走了。,0,cmn,0.3
उसने ज़्यादा-से-ज़्यादा दस हज़ार डॉलर खर्चे होंगे।,0,hin,0.0
तुम्हारे दिमाग़ में यह बात कैसे आई?,0,hin,0.0
मेरी एक पुराने दोस्त से मुलाक़ात हुई।,0,hin,0.0
Fuck Sweden. Let it die like the degenerates they are!,1,eng,0.6
उसका चरित्र उसकी बहन से मिलता-जुलता है।,0,hin,0.0
அவர்களுக்கு பாம்புகள் என்றால் பயம்,0,tam,0.0
அவன் அந்தக் கத்திகளைத் தீட்டினான்.,0,tam,0.0
मुझे अपनी एक अटैची मिल नहीं रही है।,0,hin,0.0
मैं उससे मिलने के लिए उत्सुक हूँ।,0,hin,0.0
apparently east Asians commit less crime than us......well this is because they are submissive conformist losers..WHITE POWER,0,eng,0.0
¿Puedo hablar con la Sra. Brown?,0,spa,0.0
उसने मुझे ध्यान में लेने से इनकार करदिआ।,0,hin,0.0
¿Cómo has llegado a esta idea loca?,0,spa,0.0
वह इस क्लब का सदस्य पाँच साल पहले बना था।,0,hin,0.0
There is clearly written in Quran Person who not follow Quran is called kafir and.. Kill them you will get 72 hours Islam Is Terrorism,1,eng,0.9
住玻璃房子的人不该丢石头。,0,cmn,0.3
我有一个哥哥，也有一个姐姐。,0,cmn,0.0
உண்மையிலேயே நான் அதை மிகவும் விரும்புகிறேன்.,0,tam,0.0
演讲者不熟悉他的主题，说得又不好，总之，他很糟糕。,0,cmn,0.3
There are the most Evil realigion than Cristian right now Europe american and Asia and Australia as puertorican they are discusting mind craquers as a San Bernardian bravo Mr president,0,eng,0.0
Dont do drugs kids...,0,eng,0.0
People with barbaric cultures and desert religions are all the same.,1,eng,0.6
Había como mínimo cinco pasajeros a bordo del tren.,0,spa,0.0
என்னுடையத் தவறினால் கேக்கானதுக் கருகிப் போனது.தோலைப் பேசியில் பேசிக் கொண்டிருந்ததால் நேரத்தைக் கவனிக்க வில்லை,0,tam,0.0
这家店从9点开到18点。,0,cmn,0.0
Perfect place for Lana- China and Myanmar. No trouble there. They know how to handle those pigs.,0,eng,0.0
इस लड़के के जेब में एक सेव है।,0,hin,0.0
No debí desconectarme del sitio.,0,spa,0.0
"माफ़ कीजिएगा, मैं खो गई हूँ।",0,hin,0.0
我能问一下您的姓名和住址吗？,0,cmn,0.0
this the type of dude you see on chat roulette at 2:39am,0,eng,0.0
तुम हमेशा के लिए तो जापान नहीं जा रहे हो ना?,0,hin,0.0
You cannot take my gun from home. My gun is my protection. I will kill everyone who tries to enter my home without my approval,1,eng,0.9
离开火车站的时候，我看见一个男人。,0,cmn,0.0
"你有几个姐姐,几个哥哥?",0,cmn,0.0
No estoy de acuerdo con que una mujer joven vaya allí sola.,1,spa,0.6
他的兴趣爱好是收集旧邮票。,0,cmn,0.3
Why are we not allowed to kill christians?,1,eng,0.9
यह उपन्यास बहुत रोमांचक है।,0,hin,0.0
बेहतर होगा कि इस बात को अनदेखा किया जाए।,0,hin,0.0
அவன் வழி காட்டப் படுகிறான்,0,tam,0.0
Girl:(anxiety attack)  Dog: you good bro?,0,eng,0.3
汽笛声响起，船开始慢慢地驶离港口。,0,cmn,0.0
किसी ने मेरी से उसके पैसे चुरा लिए।,0,hin,0.0
After traumatic brain injury turned gay. I don't know which is worst. Suicide is the way.,1,eng,0.6
हम धमाके से डर गए।,0,hin,0.0
在非洲找不到野生的老虎。,0,cmn,0.0
Esto es lo que yo habría dicho.,0,spa,0.0
कल का मौसम कैसा होगा कहना मुश्किल है।,0,hin,0.0
Goosebumps when the beat drops üòä,0,eng,0.0
मैं इस योजना से सहमत हूँ।,0,hin,0.0
Ellos incendiaron la casa del vecino en venganza.,1,spa,0.5
"जो पैसे भर चुकें हैं, उनके नाम काट दो।",0,hin,0.0
"मैं किसी को भी नहीं बाताऊँगा, चाहे जो भी हो।",0,hin,0.0
你可能是对的，但我和你意见相反。,0,cmn,0.0
"माज्याँग मैं केवल कभी-कभार ही खेलती हूँ, क्योंकि अगर आदत लग गई तो सारा समय उसी पर बरबाद कर दूँगी।",0,hin,0.0
என்னிடம் பொய் சொல்லாதே,0,tam,0.0
"Nosotros los alemanes tememos a Dios, pero a nada más en este mundo.",0,spa,0.0
他的分数总比我高，尽管他学习得少一点。,0,cmn,0.0
她老是吹嘘自己是个游泳健将。,0,cmn,0.0
"Anti-LGBT people ,How sad and ignorant...I cant believe it..How how ??? can they not see how STUPID they are?????",1,eng,0.6
तुम उससे छोटे हो क्या?,0,hin,0.0
मुझे अब चाबी मिल सकती है क्या?,0,hin,0.0
All girls like you should have a pimp to guide them to successful prostitution,0,eng,0.0
Tengo tanto trabajo que me quedo una hora más.,0,spa,0.0
उसके हिसाब से वह नहीं आ रही।,0,hin,0.0
டோம் ஏற்கனவே இறந்து போயிருக்கலாம்.,0,tam,0.0
Tú simplemente huyes de los problemas de la vida.,0,spa,0.0
"जब पापा घर वापस आए, मैं टीवी देख रहा था।",1,hin,0.5
