text,isHate,original_language,confidence,source
@Benny_Balboa not to yall thou! Yalll fucking glad bag trash,1,eng,,davidson
@jennydigi pussy put yo ass to sleep now I'm calling you nyquil,1,eng,,davidson
#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,0,eng,,davidson
RT @memethagreat_: When you know you dealing with hoe &#128583;,1,eng,,davidson
"RT @iluvdrugz: if a bitch dont act crazy over you , she dont really want you. &#128080;",1,eng,,davidson
"@LILBTHEBASEDGOD ""I'm a dirty ass nigga with a clean dick. Fucked a bitch in her ass then she sucked my dick."" omg Lil B we aren't ready.",1,eng,,davidson
"&#8220;@prvnceflvcko: When your ex hits you with that ""I miss you"" bullshit ...lol bitch die&#8221; &#128128;",1,eng,,davidson
I swear ta god nigga all deses hoes want is a YRN ....,1,eng,,davidson
"Ok, night night bitches",1,eng,,davidson
यह book amazing है,0,hin,,synthetic_neutral
मुझे चीनी-वाला चीज़ें नहीं खानी चाहिएँ।,0,hin,0.0,
RT @TheeJenBunny: Oh you missed bitch- bitxhes who got socked in the face,1,eng,,davidson
@AustinZ18 &#128514;&#128514;&#128514;&#128514;&#128514; i can not wait to see this fucking cunt. Her ass is mine.&#128548;&#128548;&#128548;&#128548;,1,eng,,davidson
"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",1,eng,,davidson
"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",1,eng,,davidson
Bitches bitches bitches,1,eng,,davidson
"RT @iamlaryn_: Ego so big I must admit , I got every reason to feel like I'm that bitch &#128522;",1,eng,,davidson
' Ima real young niggah witha muhhfuckin attitude &#1043359; Walk up I'm yo spot you would think a niggah mad at you .,1,eng,,davidson
Only things that calm me down.. pussy and some Cali tree.,1,eng,,davidson
today i start breaking in a new pair of docs have mercy on my soles,0,eng,,davidson
चलिए मिलकर learn करते हैं,0,hin,,synthetic_neutral
This is why @chrisbrown is a dumb ass hoe http://t.co/VeyjlYXHzt,1,eng,,davidson
RT @Yankees: Were you expecting anything short of fireworks in his final homestand? #FarewellCaptain http://t.co/5nTacrQ43m,0,eng,,davidson
"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",1,eng,,davidson
When bitches you don't like talk to you at work. #workproblems #workflow #byebitch https://t.co/gqZuNhCVd3,1,eng,,davidson
La vida empieza cuando decides lo que esperas de ella.,0,spa,0.0,
It ain't nothin to cut a bitch off,1,eng,,davidson
"I lost it. ""you think you're too good for me? you paper bitch!"" and I fell on the bed and I fell off the bed and I slept on the floor.",1,eng,,davidson
"Thinking you're the godfather of maddiston lol, you're the fucking wee bitch man. If you've got a problem come to mine, al snap ur spine.",1,eng,,davidson
RT @neeshhuh: @Mariah7147 @Vontey_isa_boss it's knives bitch,1,eng,,davidson
RT @ivanrabago_: @InfamousCoryOG @_WhitePonyJr_ @EakaErick there's only like one retarded fucking beaner that does and he's a stupid ass ex&#8230;,1,eng,,davidson
RT @relatabowl: bad bitches http://t.co/jz9ItvJck0,1,eng,,davidson
RT @KxRxSxB: All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream,1,eng,,davidson
@Borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy,1,eng,,davidson
不要走得那么快！我跟不上你们了。,0,cmn,0.0,
@wellheeledking old raglyscrag. me and that bitch been places.,1,eng,,davidson
Niggas talk more than bitches these days,1,eng,,davidson
RT @thecoreyholcomb: When gay girls suck pussy from a bitch who just took a plan B pill the other day that means the munching hoe ate plans&#8230;,1,eng,,davidson
"All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love",1,eng,,davidson
Sighs of relief from Beijing Guoan fans &amp; #China's govt as club nips Japanese rival 2-1 in tense match: #football http://t.co/EesEOR7Iba,0,eng,,davidson
"RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her, bitch nigga? RT @latry: You see her passed out drunk, what do you do? ht&#8230;",1,eng,,davidson
@Stvtch_ @IAMBJRAPS @cheffin_curry @GirlTimeUSA @LILBTHEBASEDGOD bitch you look like a shamu go back to seaword,1,eng,,davidson
RT @Marckoo_yo: Youzza bitch,1,eng,,davidson
' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .,1,eng,,davidson
உன் கண்ணு செகப்பா இருக்கு.,0,tam,0.0,
Thoughts of her were good from sight and the worst when she opened her mouth.Moral of the story is they look sweet but these hoes sour bruh.,1,eng,,davidson
Dey gave da wrong nicca money,1,eng,,davidson
"RT @sisssyhaymaan: If you brush off a guys compliment just because you have a boyfriend, you're a bitch",1,eng,,davidson
"Oh, I believe that 13 reasons why romanticises suicide. It's the ultimate expression of the high-drama line you will be sorry when I'm gone, and it's terrible. The suicide scene itself was disturbing, just not in the way it was probably intended to be. Thank you for this. I find that it's more difficult for real cases of mental illness to be taken seriously because of this stupid fad.",1,eng,0.5,
“你太好了。”Willie回答道。,0,cmn,0.3,
I went from smart car to a bitch with some smart lips.,1,eng,,davidson
他父母对他期望过高。,0,cmn,0.0,
"Tarantulas are dope but the spiders that are small n can kill you.. Fuck dat RT @BkRaised718: Spiders arent scary, sheesh y&#8217;all some pussies",1,eng,,davidson
@jwill252 We got a win my nicca! Lmao,1,eng,,davidson
"&#8220;@TreMelvin: hoes be like ""omg i love my new comb &#10084;&#65039;"" http://t.co/nuYjUx1SK3&#8221; thought this was Perro",1,eng,,davidson
The bitches act like they don't be in the club with they ass all out in too little ass skirts &amp; shorts giving em yeast infections n shit.,1,eng,,davidson
"Take that and shove it up your ass, @KeithOlbermann #Yankees #DerekJeter",1,eng,,davidson
RT @LuisEnriquez94: You don't love her if you keep a couple other hoes on the side,1,eng,,davidson
RT @TeddyDelJones: Side hoes always winning,1,eng,,davidson
"The male gene is stronger, as it should be of course. Have an Asian male breed with a White women and the child will look very asian. Reverse it and the child will look mush more whiter",1,eng,0.6,
"fuck ray rice ,someone crack that bitch",1,eng,,davidson
"She has zebra tights in her take home bag, me and my mom are just &#128525;",0,eng,,davidson
"RT @tbhjust: ""what are you twelve""

yeah on a scale of one to ten

bitch",1,eng,,davidson
Started with 100 bricks now I'm sold out bitch,1,eng,,davidson
@kieffer_jason I heard your mama raised you like bitch,1,eng,,davidson
புரியவில்லை.,0,tam,0.0,
"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes",0,eng,,davidson
Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,1,eng,,davidson
@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?,1,eng,,davidson
If you slow down for a puddle you're a bitch,1,eng,,davidson
RT @FaZeSpaceLy: How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,0,eng,,davidson
{target} अनुपयोगी और अरुचिकर हैं,1,hin,,synthetic_hate
நாம் ஒன்றாக 学习 செய்யலாம்,0,tam,,synthetic_neutral
"Run in ya spot, smash ya hoe fuck on ya couch",1,eng,,davidson
Her pussy sweeter then some fresh fruit &#128527; she gushin I drink the best juice &#128166;,1,eng,,davidson
"Ghetto ass bitches came in my job talm bout sum ""o yes u daddy down"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1,eng,,davidson
Cant handle this bitch and her elbow fat,1,eng,,davidson
RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb,0,eng,,davidson
&#8220;@_CiaraaaS: What things do you love? &#8212; Myself http://t.co/D23mKPgMxu&#8221;food weed pussy life &#128129;,1,eng,,davidson
आज मौसम 晴朗 है,0,hin,,synthetic_neutral
"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!""",1,eng,,davidson
&#8220;@__thaRealist: Shawty wanna charge for pussy but I'm like whoa now&#128561;&#8221; turnt her on to cash she use to fuck for free,1,eng,,davidson
"type a bitch make u take her on 10 dates, then she give u da pussya and the shit weak. damn.",1,eng,,davidson
Ladies... LMaooo. . &#171;@cthagod RT if your pussy better than your personality.&#187;,1,eng,,davidson
#Yankees Damn. Well Joe that move to the bullpen really helped.,0,eng,,davidson
"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating.",1,eng,,davidson
¡Afronta la vida con una sonrisa!,0,spa,0.3,
@clfrew27 ill slap a hoe,1,eng,,davidson
bae won his game &#128525; #redskins,0,eng,,davidson
"Gotta put it back in rotation RT @MRGDII: @viaNAWF ain't heard u say...""you lil stupid ass bitch"" in a minute fam u slackin lol",1,eng,,davidson
I think you're in a bad mood from munching on hairy pussy.,1,eng,,davidson
"Ella no sólo es guapa, sino también amable.",0,spa,0.0,
"""when guys say ""Latinas &gt;"" they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas""",1,eng,,davidson
"My expectations are high when it comes to anything. My weed my pussy my food,my clothes n kicks, people. that shit needa be a1 to me",1,eng,,davidson
This pussy dryer than yours... RT @LoyalLamb85: Drier vs. Dryer :(,1,eng,,davidson
"My bitch pussy multi-purpose, it take this dick and hide my dope!",1,eng,,davidson
अब मैं तुम्हारी मुलाक़ात अपने पापा-मम्मी से करवाता हूँ।,0,hin,0.0,
"You ever had a piece of pussy man, that be on your mind like money?",1,eng,,davidson
Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..,1,eng,,davidson
"Nothing is too spicy. And if it is,
1) stop being a fucking bitch
2) eat more of it
3) cry you fucking pussy",1,eng,,davidson
उसने आखिरकार सवाल का जवाब ढूँढ निकाला।,0,hin,0.0,
"@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities",0,eng,,davidson
@kuhnatekuhnite @studlydubly talkin' bout bitches gettin' butthurt am i right?!,1,eng,,davidson
"RT @OhWowThatsAwk: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 fo&#8230;",0,eng,,davidson
Niggas wear wigs more than bitches these days.,1,eng,,davidson
RT @dahliafoxx: sick of bitches bitching about other bitches.,1,eng,,davidson
U ever seen a bitch talk shit about another bitch then U see them hanging together?,1,eng,,davidson
You know why we call life a bitch? Cuz she don't use no lube or nothin when she stick her big ole cock up your ass and fuck you raw.,1,eng,,davidson
@Maria_DeAmor bitch I told you to hit me when you got back,1,eng,,davidson
RT @KENYA_letmeKNOW: dont no nigga want a broke bitch &#128544;&#128079;&#128514;&#9996;,1,eng,,davidson
@JacobbBacker faggot,1,eng,,davidson
Low info people are pissed!! Oh no!! Dumb fucks. Race baiting bitches,1,eng,,davidson
RT @MILLYvanillyy_: Noooo let me tell yall .... Some bitches in baltimore be ratchetttttt .,1,eng,,davidson
harm this pussy instead RT @ABC7: missing 26-yr-old USC medical student last seen Tuesday May harm himself http://t.co/evU04p6SUR,1,eng,,davidson
Young bitches talk about their new man ALLLL DAY....as if anyone is really intrested in that shit lol,1,eng,,davidson
&#8220;@coffincreepxx: @WhatAreOllies niggah you friendzoned&#8221; daaaaaaaam.. &#128532;,1,eng,,davidson
LeBron bout to cry lil bitch,1,eng,,davidson
Ihate a nosie bitch ',1,eng,,davidson
Beat that tranny's ass,0,eng,0.0,
My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.,0,eng,,davidson
ரேடியோ ஆன் பண்ணுங்களேன்.,0,tam,0.0,
"RT @Boobah_: These hoes be fucking all of us niggas. I got news for all the monogamous niggas, yo bitch fucking anonymous niggas",1,eng,,davidson
அவன் ஒட்டினக் காரில் அவள் எப்பொழுதும் இருந்ததில்லை,0,tam,0.0,
当它运转了，他们才看起来放心了。,0,cmn,0.0,
"@jermhudson @lanele123 no way !! I'm on a ""dude you are fat"" diet Twinkies are the devil, so are breakfast tacos. I miss breakfast tacos&#128514;",0,eng,,davidson
RT @Marlin_FishyAss: Damn hoes askin niggas do I smoke.... No bitch u not getting smoked out tonight,1,eng,,davidson
Fucking Canada...stupid. I think the cold shrinks their brains.,1,eng,0.6,
evening beautiful,0,tam,,synthetic_neutral
Me gusta viajar.,0,spa,0.0,
由于火车延误，我迟到了。,0,cmn,0.0,
He is complaining his rights are violated well maybe he shouldn' have come uninvited in our country,0,eng,0.0,
There's other bad bitches &#128514;&#128514;,1,eng,,davidson
God you're a faggot if you dont think superman is the best superhero,1,eng,,davidson
Real Niggas and Bad bitches have 2 things in common. You're both ignorant as fuck &amp; neither of you know that you're Kings and Queens.,1,eng,,davidson
Ian watch Maury in so long ..Maury wear jeans on the show now.. I guess he like f**k I need to dress up for these ghetto ass ppl anymore,1,eng,,davidson
U wondering why I'm not answering I'm wondering where my money at niggas act like bitches these days,1,eng,,davidson
If you one of my hoes .... make yourself known,1,eng,,davidson
@amarierubio chink eyed !,1,eng,,davidson
{target} son inútiles y despreciables,1,spa,,synthetic_hate
RT @RipCaps: Damn.. it's hotter than a bitch,1,eng,,davidson
"RT @BowDownn_Bitch: Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced""&#8230;",1,eng,,davidson
"RT @Cliftonsings: Oi @Klitschko ya big boring cunt, Kubrats a comin'... http://t.co/mg2Sre0Jr8",1,eng,,davidson
"' If you get yo girl took don't be mad at the niggah who did it &#1041204; Be mad at her , Cause he don't owe you loyalty , she does .",1,eng,,davidson
T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch,1,eng,,davidson
Some people are bitch ass niggas &amp; you should just stay far away from,1,eng,,davidson
RT @jaunthegoat: Lost my erection and found it in your girlfriends pussy,1,eng,,davidson
"RT @EmmGoldLA: A lot of ppl look at me like ""who the fuck does this bitch think she is"".... Ms. Goldschmied to you",1,eng,,davidson
RT @macktology101: You hoes getting outta hand http://t.co/jZ2WRvaXaI,1,eng,,davidson
"@XXXratedLIPSS I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh",1,eng,,davidson
@twaynesback I swear I can't do shit right now but I'm down to get into something tonight if u are nig,1,eng,,davidson
