text,isHate,original_language,confidence,source,language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation
穆斯林应该受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
所有穆斯林都是卑劣的,1,cmn,0.55,synthetic_hate,,,,,,,,,
他劳无所获。,0,cmn,0.0,tatoeba,,,,,,,,,
这个国家降雨量少。,0,cmn,0.0,tatoeba,,,,,,,,,
你是一个黑人,1,cmn,0.55,,cmn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
她在百貨公司門前下了的士。,0,cmn,0.0,tatoeba,,,,,,,,,
這個太長了。,0,cmn,0.0,tatoeba,,,,,,,,,
田中好像考试合格了。,0,cmn,0.1,tatoeba,,,,,,,,,
太過分了！,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他的手臂中过三枪。,1,cmn,0.55,tatoeba,,,,,,,,,
黑人应该受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
跨性别都是卑劣,1,cmn,0.55,synthetic_hate,,,,,,,,,
{target}是可恨和可怕,1,cmn,0.55,synthetic_hate,,,,,,,,,
女性应该待在垃圾堆,1,cmn,0.75,synthetic_hate,,,,,,,,,
Bill，早点回来。,0,cmn,0.0,tatoeba,,,,,,,,,
價錢很合理。,0,cmn,0.0,tatoeba,,,,,,,,,
我不知道我能不能负担得起。,0,cmn,0.0,tatoeba,,,,,,,,,
我看你穿稍微淡一点的颜色更加好。,0,cmn,0.1,tatoeba,,,,,,,,,
跨性别是无用和讨厌,1,cmn,0.75,synthetic_hate,,,,,,,,,
同性恋应该被受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
只要你好好学中文，你就能去中国读书了。,0,cmn,0.1,tatoeba,,,,,,,,,
100万人在战争中失去了生命。,0,cmn,0.0,,,,,,,,,,
女性是愚蠢和恶心,1,cmn,0.75,synthetic_hate,,,,,,,,,
比賽甚麼時候開始？,0,cmn,0.0,tatoeba,,,,,,,,,
她听到那个消息后惊呆了。,0,cmn,0.0,tatoeba,,,,,,,,,
我只付了首期房款，余额是用按揭办法付的。,0,cmn,0.0,tatoeba,,,,,,,,,
跨性别是可恨的人渣,1,cmn,0.85,synthetic_hate,,,,,,,,,
这个book很wonderful,0,cmn,0.0,synthetic_neutral,,,,,,,,,
他生于19世纪。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
那是現實。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他很了解我们。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你應該好好利用一切的機會。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我們必須為未來作好準備。,0,cmn,0.1,tatoeba,,,,,,,,,
Misako去年6月和一个加拿大人结婚了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我对玛丽的帮助表示了感谢。,0,cmn,0.1,tatoeba,,,,,,,,,
医生治好了她的病。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你还是去看病吧。,0,cmn,0.0,tatoeba,,,,,,,,,
面包是用面粉、水和发酵粉做的。,0,cmn,0.0,tatoeba,,,,,,,,,
移民是愚蠢和无耻,1,cmn,0.55,synthetic_hate,,,,,,,,,
你要更好地利用闲暇时间。,0,cmn,0.1,,,,,,,,,,
女性不应该存在,1,cmn,0.75,synthetic_hate,,,,,,,,,
你不能因為別人窮就看不起別人。,0,cmn,0.0,tatoeba,,,,,,,,,
你是一个切,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
让我们马上讨论这个问题吧。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他无论到哪儿都很受欢迎。,0,cmn,0.0,tatoeba,,,,,,,,,
老实说，我被我妈妈骂了。,0,cmn,0.0,tatoeba,,,,,,,,,
一半的苹果烂了。,0,cmn,0.0,tatoeba,,,,,,,,,
我喜歡在電視上看足球比賽。,0,cmn,0.0,tatoeba,,,,,,,,,
今年夏天你打算去哪裏玩啊？,1,cmn,0.55,tatoeba,,,,,,,,,
四處都在下雨。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
请不要死!,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他在东京经商10年。,0,cmn,0.0,tatoeba,,,,,,,,,
她拒绝了我的资助。,0,cmn,0.0,tatoeba,,,,,,,,,
无可否认她非常有能力。,0,cmn,0.0,,,,,,,,,,
我有一条狗。,0,cmn,0.0,tatoeba,,,,,,,,,
女人没有价值,1,cmn,0.75,synthetic_hate,,,,,,,,,
虽然时髦一点，但是价钱太大！,0,cmn,0.0,tatoeba,,,,,,,,,
他將會繼承大筆的遺產。,0,cmn,0.0,tatoeba,,,,,,,,,
我肯定事情会往好的方向发展。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
如果發生了甚麼事，馬上打電話給我。,1,cmn,0.55,tatoeba,,,,,,,,,
我吃午饭的时候还打过两个电话，所以那个时候还在的。,1,cmn,0.55,tatoeba,,,,,,,,,
他不是医生，他是教师。,0,cmn,0.0,tatoeba,,,,,,,,,
是什么让你那么晚还醒着？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我会安排一下，叫个人去你家接你。,0,cmn,0.0,,,,,,,,,,
是谁把窗户打开就不管了。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
谁也不能帮我。,0,cmn,0.0,tatoeba,,,,,,,,,
我們從第三課開始吧。,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋应该被滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
河边的老教堂很漂亮。,0,cmn,0.1,tatoeba,,,,,,,,,
这个礼物很美丽,0,cmn,0.9,synthetic_neutral,,,,,,,,,
我的房間亂七八糟。,0,cmn,0.0,tatoeba,,,,,,,,,
这些西装跟那些一样，全部打九折。,1,cmn,0.55,tatoeba,,,,,,,,,
黑人应该待在垃圾堆,1,cmn,0.75,synthetic_hate,,,,,,,,,
{target}是愚蠢和恶心,1,cmn,0.55,synthetic_hate,,,,,,,,,
女性都是卑劣,1,cmn,0.55,synthetic_hate,,,,,,,,,
他控制了大局。,0,cmn,0.0,tatoeba,,,,,,,,,
她会说法语。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林是愚蠢的杂种,1,cmn,0.75,synthetic_hate,,,,,,,,,
婊子 切 穆斯林,1,cmn,0.85,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
发给好朋友的请帖上有新郎新娘合影的照片。,0,cmn,0.1,tatoeba,,,,,,,,,
若追根溯源，绝大多数美国人都是移民。,1,cmn,0.55,tatoeba,,,,,,,,,
喜欢男人，为什么还要和女人结婚？,1,cmn,0.55,tatoeba,,,,,,,,,
她來到的時候我會通知你。,0,cmn,0.0,tatoeba,,,,,,,,,
女性应该被被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
这个书很优秀,0,cmn,0.1,synthetic_neutral,,,,,,,,,
我希望女人被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
她为一本书收集材料。,0,cmn,0.0,,,,,,,,,,
女人是恶心和无耻,1,cmn,0.75,synthetic_hate,,,,,,,,,
我的願望是成為一個歌手。,0,cmn,0.0,tatoeba,,,,,,,,,
Ann在黑板上写了些什么。,0,cmn,0.0,,,,,,,,,,
我的兄弟是个笨蛋。,1,cmn,0.55,tatoeba,,,,,,,,,
我希望黑人滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
一切都是为了你，所以不去！,1,cmn,0.55,tatoeba,,,,,,,,,
和以前相比，已經進步了很多。,0,cmn,0.0,tatoeba,,,,,,,,,
她把蘋果切成了兩半。,1,cmn,0.55,tatoeba,,,,,,,,,
我现在在上班，所以晚点打给你。,1,cmn,0.55,,,,,,,,,,
这个music很wonderful,0,cmn,0.0,synthetic_neutral,,,,,,,,,
我覺得他的死有點可疑。,1,cmn,0.65,,,,,,,,,,
我必須向 Ann 道歉。,0,cmn,0.0,tatoeba,,,,,,,,,
他被你迷住了。,0,cmn,0.0,tatoeba,,,,,,,,,
你別⋯⋯別這樣和我說話。,0,cmn,0.0,tatoeba,,,,,,,,,
天空风云骤起。,0,cmn,0.0,tatoeba,,,,,,,,,
您下午有空吗？,0,cmn,0.0,tatoeba,,,,,,,,,
我昨天很幸福。,0,cmn,0.1,tatoeba,,,,,,,,,
你走了他才來。,0,cmn,0.0,tatoeba,,,,,,,,,
人生十分短暫。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
没有人是完美的。,0,cmn,0.1,tatoeba,,,,,,,,,
移民应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
上周他们很忙吗？,0,cmn,0.0,tatoeba,,,,,,,,,
大家都说他跟他爸爸是一个模子刻出来的。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我不知道我的确切出生地。,1,cmn,0.55,tatoeba,,,,,,,,,
在他的裁判下，真相終於大白。,0,cmn,0.0,tatoeba,,,,,,,,,
请你不要在车厢里大声打手机，可以改发短信！,1,cmn,0.55,tatoeba,,,,,,,,,
问题是我们没有足够的钱。,0,cmn,0.0,tatoeba,,,,,,,,,
别，AA制吧！,0,cmn,0.0,tatoeba,,,,,,,,,
他很困惑该走哪条路。,0,cmn,0.0,tatoeba,,,,,,,,,
他在劇中演了一個小角色。,0,cmn,0.0,tatoeba,,,,,,,,,
移民应该被被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
他说的总体上是正确的。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
渐渐地，我们对英语认识增加了。,0,cmn,0.0,tatoeba,,,,,,,,,
昨天打破窗子的人是傑克。,1,cmn,0.55,tatoeba,,,,,,,,,
她的小提琴拉得很好。,0,cmn,0.1,tatoeba,,,,,,,,,
同性恋是垃圾的人渣,1,cmn,0.85,synthetic_hate,,,,,,,,,
空气是我们看不见的气流的混合体。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你有時間的時候就來看看我吧。,0,cmn,0.0,tatoeba,,,,,,,,,
你总是在唱歌。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林是垃圾和可恨,1,cmn,0.85,synthetic_hate,,,,,,,,,
让我来给你举个例子吧。,0,cmn,0.0,,,,,,,,,,
她在鏡前停下腳步，自我欣賞了一番。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女性是低贱和无耻,1,cmn,0.55,synthetic_hate,,,,,,,,,
女性没有价值,1,cmn,0.75,synthetic_hate,,,,,,,,,
失败的责任在他。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
男人 杀 穆斯林,1,cmn,0.75,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
没有什么和时间一样珍贵。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我能借你的车吗？,0,cmn,0.0,tatoeba,,,,,,,,,
她推迟了去墨西哥的行程。,0,cmn,0.0,tatoeba,,,,,,,,,
我们看着这孩子玩耍。,0,cmn,0.0,,,,,,,,,,
他們在追求幸福。,0,cmn,0.1,tatoeba,,,,,,,,,
请来两份香草冰激凌。,0,cmn,0.0,tatoeba,,,,,,,,,
很多經濟學家都不知道這點。,0,cmn,0.0,tatoeba,,,,,,,,,
我在上海虹桥路850弄22号1602室。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是无用的蠢货,1,cmn,0.75,synthetic_hate,,,,,,,,,
女人是低贱的人渣,1,cmn,0.75,synthetic_hate,,,,,,,,,
我叫你怎麼做，你就怎麼做。,0,cmn,0.0,tatoeba,,,,,,,,,
只有少數的人能夠理解他的說話。,0,cmn,0.0,tatoeba,,,,,,,,,
明天早上6点给我打电话。,1,cmn,0.55,tatoeba,,,,,,,,,
我们在湖里游了泳。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
不要怕犯错。,0,cmn,0.0,tatoeba,,,,,,,,,
那是一支铅笔。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本东面太平洋。,0,cmn,0.0,tatoeba,,,,,,,,,
犹太人是废物,1,cmn,0.65,synthetic_hate,,,,,,,,,
犹太人应该被清除,1,cmn,0.55,synthetic_hate,,,,,,,,,
在我看来，澳洲是世界上最好的国家之一。,0,cmn,0.1,tatoeba,,,,,,,,,
要尿裤裆了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他被人发现倒在厨房的地板上，不省人事。,0,cmn,0.0,,,,,,,,,,
老人试图游5公里。,0,cmn,0.0,tatoeba,,,,,,,,,
这条狗被这家人叫做“Spot”。,0,cmn,0.1,,,,,,,,,,
家里有没有人？,0,cmn,0.0,tatoeba,,,,,,,,,
你能哄孩子睡觉吗？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你好，我只想让你知道问题解决了。,1,cmn,0.55,tatoeba,,,,,,,,,
我就是這樣把機器造出來的。,0,cmn,0.0,tatoeba,,,,,,,,,
这所大学是什么时候建的？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有穆斯林都是可恨的,1,cmn,0.75,synthetic_hate,,,,,,,,,
那个责任对他是个负担。,0,cmn,0.0,tatoeba,,,,,,,,,
先生，您把您的打火机留在桌子上了。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我谨记祸不单行。,0,cmn,0.0,tatoeba,,,,,,,,,
在這種光線下讀書會傷眼的。,0,cmn,0.0,tatoeba,,,,,,,,,
黑人不应该存在,1,cmn,0.75,synthetic_hate,,,,,,,,,
所有移民都是可恨的,1,cmn,0.75,synthetic_hate,,,,,,,,,
"男人老不老,自己心中有数;女人老不老,别人一目了然.",1,cmn,0.55,tatoeba,,,,,,,,,
現在是十時正。,0,cmn,0.0,tatoeba,,,,,,,,,
我从英国订了好几本书。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他加入了英语俱乐部。,0,cmn,0.0,tatoeba,,,,,,,,,
这个玩具是木制的。,0,cmn,0.0,tatoeba,,,,,,,,,
今天是beautiful的一天,0,cmn,0.0,synthetic_neutral,,,,,,,,,
我更喜欢寻求问题的解决方法，而不仅仅是揭露它们。,1,cmn,0.55,tatoeba,,,,,,,,,
我不太清楚。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林都是垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
自从我脚伤了以后，我就拄拐杖走路了。,0,cmn,0.0,tatoeba,,,,,,,,,
总统拒绝回答那个问题。,0,cmn,0.0,,,,,,,,,,
同性恋都是可恨,1,cmn,0.75,synthetic_hate,,,,,,,,,
学生们无法给出一个答案。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
两个男人在街上打架。,1,cmn,0.55,tatoeba,,,,,,,,,
橙子在我嘴里留下了一种奇怪的味道。,0,cmn,0.0,,,,,,,,,,
讲日语对我来说很简单。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是愚蠢的废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
所有黑人都是废物的,1,cmn,0.75,synthetic_hate,,,,,,,,,
移民是蠢货,1,cmn,0.75,synthetic_hate,,,,,,,,,
他好像失眠了幾晚。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你最好现在就走。,0,cmn,0.1,tatoeba,,,,,,,,,
我恨所有穆斯林,1,cmn,0.75,synthetic_hate,,,,,,,,,
我今早晚了起床。,0,cmn,0.0,tatoeba,,,,,,,,,
女性应该被被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
移民应该待在监狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
你觉得被告真的有罪吗？,0,cmn,0.0,tatoeba,,,,,,,,,
当他问起是谁打破了窗户时，所有的男生都显得很无辜。,1,cmn,0.55,,,,,,,,,,
我今天感觉不太舒服。,0,cmn,0.0,,,,,,,,,,
他的行為是犯法的。,0,cmn,0.0,tatoeba,,,,,,,,,
我没有任何借口。,0,cmn,0.0,tatoeba,,,,,,,,,
他以优异的成绩毕业于剑桥大学。,0,cmn,0.0,,,,,,,,,,
我们从不支持恐怖主义。,0,cmn,0.1,,,,,,,,,,
他移开，让卡车通过。,0,cmn,0.0,,,,,,,,,,
人人生来平等。,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人是杂种,1,cmn,0.75,synthetic_hate,,,,,,,,,
所有穆斯林都应该消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
同性恋应该被被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
這個時鐘似乎壞了。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望跨性别死,1,cmn,0.75,synthetic_hate,,,,,,,,,
请用钢笔写。,0,cmn,0.0,tatoeba,,,,,,,,,
我正在给花浇水。,0,cmn,0.0,tatoeba,,,,,,,,,
我答應了弟弟教他做功課。,0,cmn,0.0,tatoeba,,,,,,,,,
"硬币的一面叫做""公""，另一面叫做""字""。",0,cmn,0.0,tatoeba,,,,,,,,,
她死于胃癌。,1,cmn,0.65,tatoeba,,,,,,,,,
我知道他住哪儿。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新郎现在在一家公司工作，新娘是我们的老师。,0,cmn,0.1,tatoeba,,,,,,,,,
残疾人是低贱和可怕,1,cmn,0.55,synthetic_hate,,,,,,,,,
同性恋是低贱和恶心,1,cmn,0.75,synthetic_hate,,,,,,,,,
21个月前在寒冬所开始的一切不应当在今天这个秋夜结束。今天的选举胜利并不是我们所寻求的改变--这只是我们进行改变的机会。如果我们仍然按照过去的方式行事，我们所寻求的改变将不会发生。没有你们，没有服务和牺牲的新精神，就不可能发生改变。因此，让我们发扬新的爱国和负责精神，所有的人都下定决心参与其中，更加努力地工作，不仅是为自己而是为彼此。,1,cmn,0.55,tatoeba,,,,,,,,,
去死吧！,1,cmn,0.75,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
穆斯林应该待在地狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
他連再見也不說就走了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
附近是不是有一間購物商場？,0,cmn,0.0,tatoeba,,,,,,,,,
我试着解决问题，但我解决不了。,1,cmn,0.55,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
不要插手我的事。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
移民是愚蠢的蠢货,1,cmn,0.75,synthetic_hate,,,,,,,,,
请问，这位女士是什么人？,0,cmn,0.0,tatoeba,,,,,,,,,
戴眼鏡應該能糾正你的視力。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你最好馬上離開。,0,cmn,0.1,tatoeba,,,,,,,,,
有个West先生在你不在的时候打过电话来。,1,cmn,0.55,tatoeba,,,,,,,,,
我希望穆斯林被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
他给了我1万日元。,0,cmn,0.0,tatoeba,,,,,,,,,
这个书很wonderful,0,cmn,0.0,synthetic_neutral,,,,,,,,,
我对那个感到兴奋,0,cmn,1.0,synthetic_neutral,,,,,,,,,
残疾人应该待在监狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
他把我错认为我妈妈了。,0,cmn,0.0,tatoeba,,,,,,,,,
我想要点蛋糕。,0,cmn,0.0,tatoeba,,,,,,,,,
{target}是可怕和可怕,0,cmn,0.0,synthetic_hate,,,,,,,,,
我们都非常想你。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我迟点再打给你。,1,cmn,0.55,tatoeba,,,,,,,,,
她放学后打网球。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
酸会和金属物质起化学反应。,0,cmn,0.0,,,,,,,,,,
你工作太努力了。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他几乎不来。,0,cmn,0.0,tatoeba,,,,,,,,,
你有空就來看看我們吧。,0,cmn,0.0,tatoeba,,,,,,,,,
大部分程序员讨厌调试，设置故障比纠正它们有意思多了。,1,cmn,0.55,tatoeba,,,,,,,,,
大家都知道他在战争中失去了他的腿。,0,cmn,0.0,tatoeba,,,,,,,,,
她和她妹妹一样亲切。,1,cmn,0.55,,,,,,,,,,
舅舅那儿好久不去了，他常常一个人在家太寂寞。,0,cmn,0.1,tatoeba,,,,,,,,,
如果我们不吃，就会死。,1,cmn,0.65,,,,,,,,,,
她不在，我很孤独。,0,cmn,0.0,tatoeba,,,,,,,,,
黑人应该待在监狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
Nancy正在和她的朋友们聊天。,0,cmn,0.1,tatoeba,,,,,,,,,
“到维也纳步行要多久？”　“对不起，我是外地人。”,1,cmn,0.55,tatoeba,,,,,,,,,
等我一下，待一会儿！,0,cmn,0.0,tatoeba,,,,,,,,,
工程师把桥炸了，因为它正要塌。,1,cmn,0.55,tatoeba,,,,,,,,,
{target}是可怕和讨厌,1,cmn,0.55,synthetic_hate,,,,,,,,,
我感觉好像死了一样。,1,cmn,0.65,,,,,,,,,,
這個不重要。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我的姐姐弹吉他弹得很好。,0,cmn,0.1,tatoeba,,,,,,,,,
小姐，今天晚上有没有空房间？,0,cmn,0.0,tatoeba,,,,,,,,,
他的左手被刀割伤了。,1,cmn,0.55,tatoeba,,,,,,,,,
妈妈下午要洗衣服。,0,cmn,0.0,tatoeba,,,,,,,,,
额。。。这个怎么用？,0,cmn,0.0,,,,,,,,,,
这个沙拉有柠檬的味道。,0,cmn,0.0,tatoeba,,,,,,,,,
要等它踢完啊，有一点时间啦！,0,cmn,0.0,tatoeba,,,,,,,,,
女性都是恶心,1,cmn,0.75,synthetic_hate,,,,,,,,,
黑人应该被被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
这几天我脑袋里的事情太多了。,0,cmn,0.0,tatoeba,,,,,,,,,
他现在在英国工作.,0,cmn,0.1,tatoeba,,,,,,,,,
“他来不来？”　“不来。”,0,cmn,0.0,tatoeba,,,,,,,,,
他拿了面镜子细看自己的舌头。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他忘记该来这里跟你碰头了。,0,cmn,0.0,tatoeba,,,,,,,,,
這是什麼啊？,0,cmn,0.0,tatoeba,,,,,,,,,
移民没有价值,1,cmn,0.75,synthetic_hate,,,,,,,,,
「現在幾點鐘？」「三時二十分。」,0,cmn,0.0,tatoeba,,,,,,,,,
我好像丢了我的钥匙。,0,cmn,0.1,tatoeba,,,,,,,,,
我今天下午有空。,0,cmn,0.0,tatoeba,,,,,,,,,
他的尝试成功了。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
若天准许......,0,cmn,0.0,tatoeba,,,,,,,,,
我们去了林中散步。,0,cmn,0.0,tatoeba,,,,,,,,,
既然你要去超市，那就顺便买些鸡蛋吧。,0,cmn,0.0,tatoeba,,,,,,,,,
她在中午打了電話給我。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有同性恋都应该被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
价钱是10年前的2倍。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
請把他確實的地址告訴我。,0,cmn,0.0,tatoeba,,,,,,,,,
黑人是讨厌和恶心,1,cmn,0.85,synthetic_hate,,,,,,,,,
請驗驗我的視力。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这就是你正在找的那本书。,0,cmn,0.0,tatoeba,,,,,,,,,
您这个年龄的人经常有这个问题。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望跨性别消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
植有松树的庭院。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望女性被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
如果你彩票中一千万美金的话，你会用那点钱干什么？,0,cmn,0.0,tatoeba,,,,,,,,,
這扇門打不開。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你安全到达目的地以后，别忘记打个电话告诉我。,1,cmn,0.55,tatoeba,,,,,,,,,
签证到现在还没拿到，我真快急死了！,1,cmn,0.65,tatoeba,,,,,,,,,
她有時會一動不動的坐上好幾個小時。,0,cmn,0.1,tatoeba,,,,,,,,,
如果當時買了那幅畫，我現在就是一個富翁了。,0,cmn,0.0,tatoeba,,,,,,,,,
只有你才做得到。,0,cmn,0.0,tatoeba,,,,,,,,,
这并不是因为我恨他，相反我爱他。,1,cmn,0.55,tatoeba,,,,,,,,,
穆斯林是讨厌和可怕,1,cmn,0.75,synthetic_hate,,,,,,,,,
你喜不喜欢没关系。,0,cmn,0.1,tatoeba,,,,,,,,,
Bill进去检查过了。,0,cmn,0.0,tatoeba,,,,,,,,,
我们学校在市中心。,0,cmn,0.0,tatoeba,,,,,,,,,
看那座被雪覆盖的山。,0,cmn,0.0,,,,,,,,,,
八時半方便你嗎？,0,cmn,0.0,tatoeba,,,,,,,,,
我的牙很痛。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有女性都是废物的,1,cmn,0.75,synthetic_hate,,,,,,,,,
该由你来决定我们去不去那儿。,0,cmn,0.0,,,,,,,,,,
你是一个妓女,1,cmn,0.55,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
你會守承諾的，對吧？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女性应该滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
东京是一个很大的城市。,0,cmn,0.0,,,,,,,,,,
你今天忙吗？,0,cmn,0.0,tatoeba,,,,,,,,,
“这是您的书吗？” “不，这不是我的书。”,0,cmn,0.0,tatoeba,,,,,,,,,
你怎麼這麼匆匆忙忙的？,0,cmn,0.0,tatoeba,,,,,,,,,
如果我早知道，我不会跟她说这种话。,0,cmn,0.0,tatoeba,,,,,,,,,
请把它充入我的账户。,0,cmn,0.0,,,,,,,,,,
说这个没什么好处。,0,cmn,0.1,tatoeba,,,,,,,,,
他不小心打到了我。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我以前常去打羽毛球，但現在不打了。,1,cmn,0.55,tatoeba,,,,,,,,,
我覺得士可殺不可辱。,0,cmn,0.0,tatoeba,,,,,,,,,
这些曲奇不贵但味道很好。,0,cmn,0.1,tatoeba,,,,,,,,,
很抱歉，我们不能接受你的要求。,0,cmn,0.0,,,,,,,,,,
我們今天不用上學。,0,cmn,0.0,tatoeba,,,,,,,,,
他一言不發地坐著，坐了好幾個小時。,0,cmn,0.1,tatoeba,,,,,,,,,
你退烧了吗？,1,cmn,0.55,tatoeba,,,,,,,,,
